#mpa_vOct22_CHOCOPhlAnSGB_202212
clade_name	HUM0038_S10_R1_001d_bacterial_metagenome	HUM0041_S14_R1_001d_bacterial_metagenome	HUM0042_S1_R1_001d_bacterial_metagenome	HUM0148_S21_R1_001d_bacterial_metagenome	HUM0149_S28_R1_001d_bacterial_metagenome	HUM0152_S5_R1_001d_bacterial_metagenome	HUM0233_S187_R1_001d_bacterial_metagenome	HUM0235_S45_R1_001d_bacterial_metagenome	HUM0322_S282_R1_001d_bacterial_metagenome	HUM0324_S20_R1_001d_bacterial_metagenome	HUM0329_S27_R1_001d_bacterial_metagenome	HUM0439_S41_R1_001d_bacterial_metagenome	HUM0442_S283_R1_001d_bacterial_metagenome	HUM0444_S50_R1_001d_bacterial_metagenome	HUM0493_S42_R1_001d_bacterial_metagenome	HUM0495_S7_R1_001d_bacterial_metagenome	HUM0496_S6_R1_001d_bacterial_metagenome	HUM0579_S34_R1_001d_bacterial_metagenome	HUM0582_S39_R1_001d_bacterial_metagenome	HUM0583_S186_R1_001d_bacterial_metagenome	HUM0603_S36_R1_001d_bacterial_metagenome	HUM0604_S51_R1_001d_bacterial_metagenome	HUM0607_S188_R1_001d_bacterial_metagenome	HUM0738_S189_R1_001d_bacterial_metagenome	HUM0739_S190_R1_001d_bacterial_metagenome	HUM0741_S18_R1_001d_bacterial_metagenome	HUM0812_S25_R1_001d_bacterial_metagenome	HUM0816_S37_R1_001d_bacterial_metagenome	HUM0847_S12_R1_001d_bacterial_metagenome	HUM0851_S16_R1_001d_bacterial_metagenome	HUM0853_S48_R1_001d_bacterial_metagenome	HUM0894_S23_R1_001d_bacterial_metagenome	HUM0896_S30_R1_001d_bacterial_metagenome	HUM0898_S38_R1_001d_bacterial_metagenome	HUM0929_S35_R1_001d_bacterial_metagenome	HUM0931_S40_R1_001d_bacterial_metagenome	HUM0932_S19_R1_001d_bacterial_metagenome	HUM0941_S3_R1_001d_bacterial_metagenome	HUM0946_S8_R1_001d_bacterial_metagenome	HUM0991_S11_R1_001d_bacterial_metagenome	HUM0992_S15_R1_001d_bacterial_metagenome	HUM0994_S9_R1_001d_bacterial_metagenome	HUM1014_S22_R1_001d_bacterial_metagenome	HUM1017_S29_R1_001d_bacterial_metagenome	HUM1019_S191_R1_001d_bacterial_metagenome	HUMO546_S16_R1_001d_bacterial_metagenome	HUMO581_S18_R1_001d_bacterial_metagenome	HUMO587_S20_R1_001d_bacterial_metagenome	HUMO609_S56_R1_001d_bacterial_metagenome	HUMO624_S22_R1_001d_bacterial_metagenome	HUMO668_S24_R1_001d_bacterial_metagenome	HUMO678_S60_R1_001d_bacterial_metagenome	HUMO681_S26_R1_001d_bacterial_metagenome	HUMO749_S28_R1_001d_bacterial_metagenome	HUMO752_S30_R1_001d_bacterial_metagenome	HUMO756_S58_R1_001d_bacterial_metagenome	HUMO767_S32_R1_001d_bacterial_metagenome	HUMO775_S34_R1_001d_bacterial_metagenome	HUMO825_S36_R1_001d_bacterial_metagenome	HUMO829_S38_R1_001d_bacterial_metagenome	HUMO830_S62_R1_001d_bacterial_metagenome	HUMO844_S40_R1_001d_bacterial_metagenome	HUMO846_S54_R1_001d_bacterial_metagenome	HUMO848_S42_R1_001d_bacterial_metagenome	HUMO854_S44_R1_001d_bacterial_metagenome	HUMO865_S46_R1_001d_bacterial_metagenome	HUMO887_S48_R1_001d_bacterial_metagenome	HUMO899_S52_R1_001d_bacterial_metagenome	HUMO902_S50_R1_001d_bacterial_metagenome	LMR0004_S4_R1_001d_bacterial_metagenome	LMR0006_S281_R1_001d_bacterial_metagenome	LMR0007_S17_R1_001d_bacterial_metagenome	LMR0008_S47_R1_001d_bacterial_metagenome	LMR0009_S31_R1_001d_bacterial_metagenome	LMR0011_S49_R1_001d_bacterial_metagenome	LMR0012_S52_R1_001d_bacterial_metagenome	LMR0017_S44_R1_001d_bacterial_metagenome	LMR0021_S13_R1_001d_bacterial_metagenome	LMR0022_S46_R1_001d_bacterial_metagenome	LMR0023_S24_R1_001d_bacterial_metagenome	LMR0024_S32_R1_001d_bacterial_metagenome
k__Bacteria|p__Firmicutes|c__Bacilli	2.63608	5.52398	3.70891	4.39158	1.51346	0.05826	0.11963	0.96081	0.64382	1.81765	8.82604	0.0	0.0	4.93093	9.83875	1.08285	0.0	6.85324	2.86814	2.63394	1.87337	3.5527	0.53645	0.47629	2.77997	3.13304	9.81321	0.66231	3.99783	6.93799	34.6278	1.98519	0.33317	1.21362	0.0	0.67922	0.0	0.0	2.58968	0.0	0.0	1.03754	1.09241	4.88816	0.0	2.66772	1.70426	2.93909	0.80811	9.88526	1.05555	0.1008	5.9366	2.44119	2.95709	2.08644	2.68174	1.299	0.91484	1.97874	1.93655	0.90234	2.29921	2.72681	1.53166	8.26035	5.24235	1.36623	1.60271	0.0	0.0	0.49278	99.90207	99.92678	74.0741	99.86495	57.56086	10.55391	11.99823	71.58484	29.36235
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB2104	2.28709	0.04019	0.17148	0.0	0.0	0.0	0.0	0.08849	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05134	0.0	0.03862	0.05854	0.0	0.05957	0.0084	0.0	0.01859	0.0	0.0	0.0	0.0	0.41808	3.05694	0.0	0.0	0.0	0.0	0.0	0.06006	0.0	0.0	0.0	0.0	0.0	0.0	0.02967	0.04274	0.0	0.04416	0.02015	0.74503	0.52636	0.0	0.0	0.0	0.0	0.0	0.0	0.45695	0.0	3.07583	0.0	3.56206	0.0	0.0	0.0	0.0	0.0	0.44499	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	2.14925	1.433	11.40741	4.77184	4.04458	0.01254	0.78033	0.93894	1.82322	1.41568	2.15413	0.0	0.0	0.81938	3.60634	1.81399	0.0	1.16962	4.06021	8.47158	5.26274	2.98057	0.5325	4.05855	11.31653	0.0	2.15114	0.16708	5.67253	1.3902	0.01945	4.19175	0.13433	3.61176	0.0	2.99046	0.0	0.0	1.7111	0.0	0.0	0.88923	10.61425	3.44721	0.0	4.53026	11.6484	3.52929	8.03836	2.13182	8.8692	7.33004	14.70034	1.87493	1.11094	13.4366	3.40421	0.2672	18.06371	14.8374	5.03375	0.21177	1.90069	9.03035	4.18192	2.39842	21.10929	4.75027	2.54965	0.0	100.0	0.0	0.0	0.05621	14.4564	0.05008	19.21317	70.83081	10.71658	16.02851	63.26273
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB2105	2.02053	0.0	0.12788	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00249	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15802	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	1.91111	0.31768	1.17014	0.34384	0.70611	5.73238	0.18072	0.13869	0.25614	1.11557	0.70922	0.0	0.0	1.71214	0.49379	0.37992	0.0	3.05701	0.7001	0.97598	0.33411	0.32439	0.29745	0.85687	0.67129	0.0	0.20124	0.56033	0.25394	0.20478	0.62235	0.32621	0.44572	0.58935	0.0	0.58286	0.0	0.0	0.73042	0.0	0.0	0.77436	0.31422	0.0	0.0	0.2107	0.46965	0.08676	1.02683	0.67283	0.28286	0.16158	0.79633	1.25384	0.29165	0.34706	0.28306	0.46742	0.09146	0.92461	0.63647	0.68474	1.41871	0.14079	0.58244	1.63318	0.43903	0.13457	0.16495	0.0	0.0	0.5765	0.0	0.0	0.0	0.0	0.0	0.01332	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB4655	1.79318	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01485	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB31455	1.65496	0.0	0.04363	0.03503	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00216	0.0	0.0	0.0	0.0	0.7426	0.14444	0.0	0.0	0.0	0.0	0.0	0.0	0.15379	0.00409	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11797	0.0	0.0	0.0	0.0569	0.0	0.22349	0.0	0.0	0.0	0.0	0.0	0.01039	0.0	0.10076	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Elusimicrobia|c__Elusimicrobia	1.46008	0.09785	0.30649	0.0	0.0	0.0	2.65326	0.80861	0.0	0.05613	0.0	0.0	0.0	0.0	0.11428	0.0	0.0	0.0	3.29223	0.82486	7.71293	10.54482	2.35459	0.0	0.0	0.0	0.0	0.0678	3.59339	3.61797	0.0	0.0	0.53667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0953	0.0	0.0	0.0	0.19961	0.0	0.0	0.18704	0.0	0.0	0.0	0.22422	0.0	0.0	0.0	0.0	0.0	0.0	0.25779	0.0	0.0	0.01197	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0504	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia	1.22031	0.24856	3.92522	0.95397	2.32696	64.96234	0.0	0.0	1.40832	1.44341	3.44254	0.0	0.0	0.01158	0.42091	0.40561	0.0	0.17852	0.12974	1.46832	0.0704	0.12874	0.14849	0.0	0.04081	16.56544	6.84719	0.05833	10.64091	0.28952	47.56579	1.17164	0.03691	2.57386	0.0	0.24828	0.0	0.0	1.16137	0.0	0.0	1.73643	0.06964	0.0	0.0	0.0	0.01845	0.01292	0.24877	2.02607	0.41476	0.0	0.39763	0.20087	0.0	1.37336	2.50604	7.87625	0.0	1.15429	4.94351	0.76039	1.76732	0.0	0.10409	0.04166	0.06416	0.19029	0.0	0.13783	0.0	0.84356	0.00332	0.0	4.03504	0.01406	0.0	2.66028	1.82849	0.02653	0.25376
k__Bacteria|p__Firmicutes|c__CFGB10021	0.97807	0.01532	0.00457	0.00029	0.0	0.0	0.0	0.06938	0.0	0.00422	0.0	0.0	0.0	0.08419	0.0	0.0578	0.0	0.09765	0.0	0.01788	0.24755	0.41289	0.0	0.00184	0.0	0.0	0.0	0.0	0.01322	0.00778	0.0	0.0	0.00141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00233	0.00515	0.02503	0.0	0.0	0.05261	0.0	0.0	0.14313	0.03731	0.0187	0.00183	0.00719	0.0	0.0359	0.0	0.0	0.05797	0.0	0.02451	0.09824	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB76388	0.94635	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.78112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB10477	0.78183	0.02401	0.06563	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04747	0.0	0.00087	0.0	0.0	0.0	0.0	0.4893	0.04974	0.0	0.0	0.00429	0.0	0.0	0.0	0.03464	0.08128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.52823	0.0	0.0	0.0	0.05316	0.0	0.0	0.0	0.0	0.05332	0.0	0.0	0.70832	0.04052	0.09949	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB2863	0.7343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23623	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.63244	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	0.63033	0.21768	0.46877	0.44549	0.51197	0.48818	0.8497	2.22654	1.42708	0.71517	0.73185	0.0	0.0	1.36341	0.34377	1.39649	0.0	6.99694	0.66393	0.38879	1.56151	1.69585	0.9949	0.09107	1.43336	0.0	0.0	0.02074	0.39984	0.4588	0.01446	0.75768	0.43487	0.2087	0.0	0.90624	0.0	0.0	0.04623	0.0	0.0	0.36133	0.24309	0.0	0.0	0.18309	0.99267	0.27684	0.20562	0.35423	0.78231	0.24389	0.2309	0.52694	0.15392	0.20643	0.25527	0.55786	0.38546	0.14729	0.13703	0.2368	0.11811	0.01448	0.33746	1.4046	0.008	0.9588	0.20628	0.0	0.0	0.9616	0.0	0.0	1.09962	0.02655	0.0	0.0364	0.0	0.0	0.94423
k__Bacteria|p__Firmicutes|c__CFGB2923	0.60023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00454	0.04201	0.0	0.0	0.00643	0.0	0.0	0.17213	0.0	0.0	0.0	0.0	0.0	0.0	0.00577	0.28547	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00848	0.03487	0.0	0.0	0.0	0.0	0.0	0.0	0.0653	0.0	0.02349	0.0	0.01844	0.05807	0.02188	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB73062	0.56979	0.00074	3.56772	0.0	0.0	0.0	0.31524	0.24843	1.1619	0.05643	0.0	0.0	0.0	0.0	0.0	1.20228	0.0	0.06906	0.05215	0.42419	2.41327	8.98345	0.43718	0.02579	0.03424	0.0	0.0	0.0	0.65824	0.80018	0.0	0.0	0.0	0.0	0.0	0.13201	0.0	0.0	0.0	0.0	0.0	0.0	0.04881	0.0	0.0	0.0	0.09349	0.08727	0.0	0.0	0.0	0.0	0.0	2.1405	0.0	0.0	0.09435	0.19802	0.0	0.17584	0.0	0.0	0.05561	0.0	0.0	0.04553	0.25739	0.04365	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1763	0.56015	0.0	0.07628	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1337	0.45079	0.0	0.01422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05765	0.0	1.58671	0.0	0.1011	0.0	0.02723	0.01766	0.00705	0.57601	0.0	0.0	0.02025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14909	0.0	0.0	0.09124	0.0	0.22717	0.0	0.0	0.00477	0.0	0.0	0.05254	0.0	0.08079	0.05545	0.16113	0.00797	0.23573	0.0	0.0	0.16626	0.0	0.0	0.02499	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB3026	0.33379	0.0	0.10059	0.0	0.0	0.0	0.0	0.0	0.01004	0.0	0.0	0.0	0.0	0.0	0.0	0.00362	0.0	0.0	0.0	0.0	0.1616	0.0	0.0	0.0	0.05072	0.0	0.0	0.0	0.00193	0.02764	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1496	0.0	0.0	0.0	0.01903	0.00301	0.0	0.0	0.0	0.00514	0.0	0.0	0.19703	0.07843	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB9581	0.25516	0.0	0.10006	0.0	0.0	0.0	0.0	0.02517	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02606	0.0	0.24886	0.04302	0.0	0.39284	0.0	0.0	0.0	0.13352	0.0	0.0	0.0	0.31281	0.06048	0.0	0.00248	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00677	0.02722	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.77839	0.0	0.0	0.0	0.02058	0.0	0.01686	0.0	0.0	0.03118	0.0	0.0	0.06985	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB10325	0.21643	0.0	0.04687	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33548	0.00329	0.0	0.0	0.0	0.0	0.0	0.0	0.03186	0.01754	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00327	0.0	0.0	0.0	0.0	0.00105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00811	0.0	0.0	0.74212	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1355	0.20717	0.05209	0.20714	0.10895	0.0	0.0	0.0348	0.26048	0.07591	0.0597	0.0	0.0	0.0	0.18467	0.0	0.01413	0.0	0.0	0.02253	0.0	0.35324	0.39443	0.14194	0.0	0.89552	0.0	0.0	0.0	0.23178	0.46119	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04106	0.0	0.0	0.08361	0.0	0.00818	0.0	0.0	0.0	0.00213	0.0	0.59296	0.03468	0.02853	0.0884	0.76951	0.12142	0.66706	0.0	0.0	0.01918	0.0	0.0	0.0407	0.11571	0.70108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11071	0.0	0.0	0.0
k__Bacteria|p__Verrucomicrobia|c__CFGB26673	0.17065	0.0	0.01133	0.0	0.0	0.0	0.0	0.0	0.02278	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB58251	0.16922	0.00241	0.12825	0.00678	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.71225	0.0	0.0	0.0	0.23459	0.05428	0.11995	0.1802	0.25488	0.0	0.0	0.03941	0.0	0.0	0.0	0.00791	0.13575	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03335	0.0046	0.00126	0.0	0.0	0.0	0.0	0.11177	0.1064	0.0	0.0	0.02066	0.0	0.0	0.0	0.0	0.24527	0.0	0.0	0.03276	0.0	0.04151	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB2930	0.16214	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02699	0.2106	0.0	0.0	0.0	0.0	0.0	0.0	0.00787	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03153	0.0	0.0	0.0	0.0	0.01231	0.0	0.0	0.0	0.02344	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB73223	0.15116	0.00039	0.05837	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02874	0.05719	0.0	0.12103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04287	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03998	0.0	0.02057	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB76783	0.13605	0.0	0.0	0.0938	0.0	0.0	0.0	0.0	0.0	0.09266	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02958	0.05945	0.0	0.26402	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20596	0.0	0.0	0.0	0.0	0.07103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Lentisphaerae|c__Lentisphaeria	0.13007	0.0	0.05812	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12073	0.0	0.0	0.21679	0.19322	0.03687	0.0	0.0	0.0	0.0	0.0	0.0	0.24916	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01627	0.0	0.0	0.0	0.1023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB10314	0.12793	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05847	0.0	0.0	0.0	0.0	0.0	0.0	0.00775	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00443	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10847	0.01002	0.0	0.0	0.0	0.0	0.0	0.0	0.13615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB10312	0.12681	0.0	0.04054	0.0	0.04109	0.0	0.00741	0.05699	0.43686	0.0	0.0	0.0	0.0	0.0	0.0	0.0778	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00497	0.0	0.0	0.0	0.05368	0.31187	0.0	0.0	0.0	0.0	0.0	0.0	0.18554	0.0	0.0	0.0	0.0	0.0	0.0	0.00272	0.0	0.0	0.0	0.0	0.10063	0.01133	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11138	0.0	0.03185	0.0	0.00484	0.0	0.0	0.0	0.36738	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB72924	0.12234	0.08334	0.2242	0.03659	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12127	0.10786	0.0	0.0	0.16736	0.08383	0.00087	0.07082	0.0	0.11393	0.17837	0.0	0.0	0.00076	0.0	0.0	0.0	0.00753	0.06525	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28289	0.06725	0.0	0.0	0.0	0.0	0.04645	0.20502	0.0	0.0	0.20799	0.0	0.01433	0.01932	0.40028	0.00773	0.06406	0.06023	0.01361	0.0	0.01523	0.00631	0.011	0.04503	0.12417	0.0	0.16008	0.07342	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
